DATESH	TIME	BLOCKNUMBER	TRANSACTIONINDEX	FROM	TO	ETHER	GASCOST	PRICE	ISERROR	ARTICULATED
2017-05-30	8:57:25 UTC	3791843	20	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	0.000000000000000000	0.000162488000000000	205.200000000000000000	0	0x47872b42195b6229afe8fc414b06b8cd9fa3380d4a7df8088cb791fb88961747df7c62eb00000000000000000000000000000000000000000000000010eeaa7c527440006901453edc0d6adfce5c1a7eaab533c4d0a7cdead81ffca4f87b9d9896d85f36
2017-05-30	8:59:38 UTC	3791854	13	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	0.000000000000000000	0.000096442000000000	205.200000000000000000	0	0x47872b4262f4beb05d0ba64f39203d8bcc3435f0a6fd48d2b6e6572c021b3613f64b1cd40000000000000000000000000000000000000000000000021b918201433000005e67f2e818d5f6a6075f2569fc3f7c28e4a4bba89fe91cd5334ccba908cc4d13
2017-05-30	5:51:17 UTC	3793430	19	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	78.880000000000000000	0.000836872000000000	195.260000000000000000	0	0xce92dced78b55bdfe4beedc70532e8bc4cfdd8aa45ead7f54a15a0f7d2633e2fc16f3aad
2017-05-31	3:21:46 UTC	3798407	64	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	1.000000000000000000	0.000836872000000000	220.000000000000000000	0	0xce92dcedfa95fdb0c0fea5510231872c5dca747795cd321f02313ca86ea357b8ee7dfa2d
2017-05-31	0:23:41 UTC	3799971	57	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee	353.000000000000000000	0.000105000000000000	217.860000000000000000	0	0x
2017-06-01	4:26:59 UTC	3801778	53	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7	0.000000000000000000	0.000045424000000000	220.000000000000000000	0	transfer(0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,3799224000000000000000)
2017-06-01	4:35:46 UTC	3801807	17	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0xac709fcb44a43c35f0da4e3163b117a17f3770f5	0.000000000000000000	0.000075122000000000	220.610000000000000000	0	transfer(0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,100630000000000000000)
2017-06-01	4:39:07 UTC	3801819	31	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b	0.000000000000000000	0.000073234000000000	220.610000000000000000	0	transfer(0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee,15077831354)
2017-06-02	8:31:12 UTC	3807871	79	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	0.000000000000000000	0.000963780000000000	211.340000000000000000	0	0x47872b426fdcb8fff5ef717a847d344b0a6ae7be40a2656cce2c3881dd009fc855b9d1ec00000000000000000000000000000000000000000000000446ae0e136ad00000b06ab309a23963abde67585a835f10c94ac75d69ed516df9dfd7202364257f5a
2017-06-02	8:40:54 UTC	3810013	19	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	0.000000000000000000	0.000199838000000000	211.280000000000000000	0	0x983b94fb34f45a4367107dd8c54fe2b3daf2ddaaaa2af2f4297c911ac6c482f3646b33ab
2017-06-02	9:03:04 UTC	3810086	53	0x839395e20bbb182fa440d08f850e6c7a8f6f0780	0x6090a6e47849629b7245dfa1ca21d94cd15878ef	0.000000000000000000	0.000169836000000000	211.860000000000000000	0	0x983b94fb3fdb9ad0d36771e52c55331fb01965ff0f44c69cfa9c7c821f2fd9cb494b2ffc
