3854487	   14	1
3854501	   64	0
3854752	   28	0
3855167	   53	1
3855169	   28	1
3855268	   14	1
3855275	   23	1
3855691	   76	0
3856347	   85	1
3856354	   84	1
3859235	   24	1
3859249	   23	0
3859255	  105	1
3859259	   22	1
3859968	   24	0
3859990	   59	1
3860013	   35	1
3860038	   19	1
3860244	   23	0
3861062	   53	0
3861072	   47	0
3861154	  152	0
3861185	   44	0
3861320	   47	0
3861715	    4	0
3862038	   43	0
3862162	   40	0
3862208	   31	0
3862264	   55	1
3862280	   22	1
3862291	   34	1
3862518	   14	0
3862616	  105	0
3862621	   60	0
3863275	    6	0
3863580	    1	0
3863616	    2	0
3863920	   71	0
3863925	   55	0
3863930	    0	0
3864029	  141	1
3864073	   52	0
3864082	    4	1
3864091	    0	0
3864091	   43	0
3864094	   54	0
3864095	   94	0
3864101	   58	0
3864105	   22	0
3864121	    0	0
3864148	   24	0
3864155	   84	0
3864184	  106	0
3864185	    3	1
3864199	   13	0
3864301	   54	0
3864501	    5	0
3864545	   69	0
3864634	  155	0
3864737	   51	0
3864737	   57	0
3864740	   31	0
3864740	   34	0
3864755	   15	0
3864764	   92	0
3864767	   93	0
3864770	   48	0
3864773	    4	1
3864782	    0	0
3864786	    6	0
3864802	  118	0
3864811	    2	0
3864852	    9	0
3864859	   51	0
3864880	   91	0
3864880	   92	0
3864883	  142	0
3864894	    4	0
3864906	   12	0
3864916	   48	1
3864954	   32	0
3864954	   36	0
3864957	   16	0
3864971	    0	0
3864979	    1	0
3864993	    0	0
3865022	   81	0
3865028	    7	0
3865043	   49	0
3865065	   43	0
3865070	    4	0
3865083	    5	0
3865120	   15	0
3865135	   76	0
3865141	   55	1
3865155	    3	0
3865177	   10	0
3865189	    5	0
3865189	   82	0
3865317	   13	0
3865319	   18	0
3865325	   40	0
3865389	  107	0
3865390	   19	0
3865390	   51	0
3865393	   17	0
3865416	   21	0
3865428	    7	0
3865603	   59	0
3865681	    8	0
3865697	    5	0
3865727	    5	0
3865764	   24	0
3865766	    0	0
3865780	    1	0
3865823	   27	0
3865872	   79	0
3865876	    5	0
3865975	   34	0
3866063	    1	0
3866085	   31	0
3866156	   22	0
3866226	  122	0
3866252	    1	0
3866268	   24	0
3866270	   31	0
3866273	   28	0
3866322	   61	0
3866327	   13	0
3866369	    4	0
3866462	    2	0
3866466	   18	0
3866467	   87	0
3866494	   41	0
3866498	   14	0
3866508	   37	0
3866516	    4	0
3866525	    6	0
3866550	   11	0
3866574	   88	0
3866648	    0	0
3866674	    1	0
3866684	  142	0
3866707	   11	0
3866775	   66	0
3866817	   73	0
3866820	  172	0
3866838	   76	0
3866865	    1	0
3866875	   28	0
3866933	   25	0
3866952	    4	0
3867044	   24	0
3867044	   32	0
3867054	   44	0
3867059	   39	0
3867060	   69	0
3867125	    4	0
3867179	    2	0
3867211	    9	0
3867368	   82	0
3867392	    6	0
3867442	    6	0
3867443	  118	0
3867491	   53	0
3867514	    1	0
3867540	    6	0
3867592	   13	0
3867613	   46	0
3867621	   41	0
3867691	   21	0
3867760	   61	0
