DATESH	TIME	BLOCKNUMBER	TRANSACTIONINDEX	FROM	TO	ETHER	GASCOST	PRICE	ISERROR	ARTICULATED
2017-07-19	4:50:56 UTC	4044311	10	0x1dba1131000664b884a1ba238464159892252d3a	0x7b77ebd4760d80a12586097ec1527ff8367a067f	0.010000000000000000	0.000599612000000000	229.090000000000000000	0	0x6ffcc71900000000000000000000000000000000000000000000000000000000000197070000000000000000000000000000000000000000000000000000000000038270
2017-07-19	7:27:10 UTC	4044813	38	0x1dba1131000664b884a1ba238464159892252d3a	0x32bacc8b241fb172fee18bda32527126c6f3c5f7	0.000000000000000000	0.002626890000000000	222.740000000000000000	0	confirm(3132353238623835613334643037623161363339326336393933336533386466)
2017-07-19	7:34:35 UTC	4044836	18	0x1dba1131000664b884a1ba238464159892252d3a	0x32bacc8b241fb172fee18bda32527126c6f3c5f7	0.000000000000000000	0.002626890000000000	220.000000000000000000	0	confirm(3937363331333063613533643962383563323935656430323530663534396362)
2017-07-19	7:51:13 UTC	4044905	41	0x1dba1131000664b884a1ba238464159892252d3a	0x32bacc8b241fb172fee18bda32527126c6f3c5f7	0.000000000000000000	0.003659166000000000	220.000000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,963930173170731590100,0x)
2017-07-19	8:15:28 UTC	4044976	22	0x1dba1131000664b884a1ba238464159892252d3a	0x72a7197bbccbe6ee1e9c688645436ed06017768a	0.000000000000000000	0.001402275000000000	216.960000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:18:32 UTC	4044981	141	0x1dba1131000664b884a1ba238464159892252d3a	0x72a7197bbccbe6ee1e9c688645436ed06017768a	0.000000000000000000	0.001228437000000000	216.960000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,47584966474107188344858,0x)
2017-07-19	8:27:58 UTC	4045019	29	0x1dba1131000664b884a1ba238464159892252d3a	0x9ce7318fc46cddfaf3089327b4d58d54784e541c	0.000000000000000000	0.002804550000000000	215.000000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:27:58 UTC	4045019	93	0x1dba1131000664b884a1ba238464159892252d3a	0x9ce7318fc46cddfaf3089327b4d58d54784e541c	0.000000000000000000	0.001821498000000000	215.000000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,82128068909600000000,0x)
2017-07-19	8:34:26 UTC	4045042	11	0x1dba1131000664b884a1ba238464159892252d3a	0x9ce7318fc46cddfaf3089327b4d58d54784e541c	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:26 UTC	4045042	15	0x1dba1131000664b884a1ba238464159892252d3a	0x9ce7318fc46cddfaf3089327b4d58d54784e541c	0.000000000000000000	0.001518594000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,0,0x)
2017-07-19	8:34:26 UTC	4045042	16	0x1dba1131000664b884a1ba238464159892252d3a	0x111115111fd0953445d624ceaac28d0ad0c9e74f	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:26 UTC	4045042	17	0x1dba1131000664b884a1ba238464159892252d3a	0x111115111fd0953445d624ceaac28d0ad0c9e74f	0.000000000000000000	0.002454186000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,74397842804882440926,0x)
2017-07-19	8:34:26 UTC	4045042	18	0x1dba1131000664b884a1ba238464159892252d3a	0x4e2d0c204554c7f9cb1e3b3ac1e83dd3b4fc9622	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:34 UTC	4045043	7	0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee	0x1dba1131000664b884a1ba238464159892252d3a	1.000000000000000000	0.001050000000000000	216.880000000000000000	0	0x
2017-07-19	8:34:34 UTC	4045043	39	0x1dba1131000664b884a1ba238464159892252d3a	0x4e2d0c204554c7f9cb1e3b3ac1e83dd3b4fc9622	0.000000000000000000	0.001821498000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,678041000000000000000,0x)
2017-07-19	8:34:34 UTC	4045043	46	0x1dba1131000664b884a1ba238464159892252d3a	0xb52736b178bf12f133b0bbd108650b3b4121ef5c	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:34 UTC	4045043	51	0x1dba1131000664b884a1ba238464159892252d3a	0xb52736b178bf12f133b0bbd108650b3b4121ef5c	0.000000000000000000	0.002451498000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,604072730350000000000,0x)
2017-07-19	8:34:34 UTC	4045043	54	0x1dba1131000664b884a1ba238464159892252d3a	0x26afa29ce626d9dcc331ad5e0fbd454ad6362c7c	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:34 UTC	4045043	57	0x1dba1131000664b884a1ba238464159892252d3a	0x26afa29ce626d9dcc331ad5e0fbd454ad6362c7c	0.000000000000000000	0.001821498000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,6500750000000000000000,0x)
2017-07-19	8:34:34 UTC	4045043	59	0x1dba1131000664b884a1ba238464159892252d3a	0x1f4fe4426bb6936b1007bb0a30f2f46e7c1b64dd	0.000000000000000000	0.003434550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:34 UTC	4045043	61	0x1dba1131000664b884a1ba238464159892252d3a	0x1f4fe4426bb6936b1007bb0a30f2f46e7c1b64dd	0.000000000000000000	0.002454186000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,6272601576000000000000,0x)
2017-07-19	8:34:34 UTC	4045043	63	0x1dba1131000664b884a1ba238464159892252d3a	0x01dbb419d66be0d389fab88064493f1d698dc27a	0.000000000000000000	0.002804550000000000	216.880000000000000000	0	0xe46dcfeb00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000084595161401484a00000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001dba1131000664b884a1ba238464159892252d3a
2017-07-19	8:34:34 UTC	4045043	65	0x1dba1131000664b884a1ba238464159892252d3a	0x01dbb419d66be0d389fab88064493f1d698dc27a	0.000000000000000000	0.002456874000000000	216.880000000000000000	0	execute(0x1dba1131000664b884a1ba238464159892252d3a,56370777896189830879613,0x)
